estado_empresa,cnae_empresa,capital_empresa,processos_judiciais_empresa,idade_empresa,socios_empresa,fornecedor_empresa
SP,2821602,976040,0,4,2,XPTO123
ES,4754703,572038,0,1,3,XPTO123
RS,4754703,445824,1,15,4,FOO456
PB,3321000,964068,4,2,1,MEL789
CE,2821602,672355,0,10,2,FOO456
SE,3329599,588784,0,4,2,FOO456
PA,4669999,945125,1,14,2,FOO456
RO,2821601,853195,3,17,2,MEL789
AL,3329599,443878,0,9,3,FOO456
MA,4321500,295797,2,17,3,MEL789
PA,3511500,499004,0,17,1,CABL951
AM,2731700,404778,0,15,4,FOO456
RS,2821601,377923,0,13,1,FOO456
ES,4321500,844105,4,20,3,FOO456
PI,4221903,58104,0,5,2,MEL789
ES,3511500,438999,4,7,4,MEL789
AL,4322302,550419,4,9,2,MEL789
PA,7112000,837055,0,15,3,XPTO123
RO,4322303,458402,0,16,3,XPTO123
AM,4742300,374100,0,19,3,CABL951
RO,3511500,385975,4,10,3,XPTO123
AC,4321500,388888,0,19,1,JJF753
AL,3321000,880916,0,13,3,XPTO123
PI,3511501,941955,0,10,4,XPTO123
DF,4673700,686216,0,17,1,FOO456
DF,4321500,239190,0,14,3,XPTO123
PA,4322302,638495,0,9,3,CABL951
PA,3321000,223918,1,6,4,XPTO123
SE,3511500,50222,0,8,4,MEL789
MS,4322302,76730,0,15,1,CABL951
RR,4322303,712962,0,10,1,XPTO123
MS,3511501,960478,0,2,3,CABL951
AC,4673700,730560,0,21,1,MEL789
PE,2821602,105167,0,18,1,MEL789
AP,4221902,152783,2,10,4,FOO456
RN,4322303,448823,0,21,1,JJF753
CE,3511500,443602,0,5,1,XPTO123
PR,3511502,542013,4,17,1,FOO456
AP,2731700,314867,0,7,2,FOO456
SP,4321500,362259,3,9,1,MEL789
BA,3511500,348919,0,4,2,XPTO123
MT,4669999,700838,0,1,1,XPTO123
BA,4742300,88940,0,10,3,CABL951
DF,2821602,278249,0,20,4,FOO456
CE,3313901,463780,0,5,2,MEL789
RN,3511501,176574,3,18,3,MEL789
RR,4673700,666231,0,16,1,JJF753
TO,3329599,51558,4,5,2,FOO456
AC,4221903,144556,3,1,1,XPTO123
AP,4742300,631767,0,12,2,CABL951
TO,2821601,328571,0,17,3,CABL951
RS,7112000,21938,3,8,3,CABL951
AP,4322303,344975,4,11,4,CABL951
BA,2731700,364163,0,17,2,XPTO123
AC,4322302,86231,0,16,1,MEL789
MG,3511501,83391,0,21,3,JJF753
RR,3329599,236461,2,6,4,CABL951
CE,3511501,861374,3,12,2,MEL789
RO,2731700,806730,0,21,4,XPTO123
BA,3313901,782529,0,20,2,CABL951
SE,3511501,218165,0,6,4,JJF753
GO,2821601,322686,1,17,1,CABL951
AL,3511501,613200,1,20,3,CABL951
PI,4322302,412059,1,21,3,FOO456
SP,2821602,555235,3,4,4,XPTO123
DF,4322301,770295,0,15,3,MEL789
PI,4669901,659460,0,4,2,FOO456
RJ,4221903,582385,4,11,4,MEL789
RR,4221903,85194,2,15,1,JJF753
PR,4322302,394170,0,3,4,FOO456
RS,2821602,381987,0,9,3,FOO456
AP,2731700,666758,3,11,4,MEL789
MT,3511500,987276,0,12,2,XPTO123
AL,4221903,661703,2,12,1,XPTO123
MA,4754703,146094,1,20,1,CABL951
RR,3511501,457331,0,18,4,JJF753
RS,2731700,920084,0,4,1,FOO456
PI,3511501,161141,4,20,2,JJF753
AP,3511501,941983,4,15,1,FOO456
PI,4322301,585964,2,4,4,FOO456
SE,4673700,423641,4,19,2,CABL951
BA,4321500,974713,0,18,4,MEL789
CE,4322303,440854,0,17,2,JJF753
ES,3511501,239532,4,3,1,XPTO123
MT,4322301,739194,2,1,3,CABL951
RO,3321000,229436,4,18,1,FOO456
PB,4221903,323189,3,16,4,FOO456
DF,3511501,838194,2,12,2,XPTO123
RR,3321000,421619,0,1,2,FOO456
CE,2731700,483393,1,19,3,JJF753
AP,4322303,272741,4,6,1,JJF753
PE,4322303,266577,0,6,3,JJF753
RR,3321000,593781,0,21,1,FOO456
AM,4321500,311910,0,8,2,CABL951
PE,3511500,24790,0,8,2,XPTO123
RJ,4321500,779081,2,2,1,MEL789
ES,4321500,38588,0,20,3,XPTO123
DF,4669999,521902,0,15,4,CABL951
MG,2821602,751152,0,13,1,CABL951
MA,4673700,519351,0,13,1,CABL951
MG,4321500,926490,0,6,2,FOO456
AC,4669999,144537,0,2,4,CABL951
MG,4669901,387370,0,11,3,CABL951
MA,2821602,294887,0,17,2,FOO456
RR,4321500,733201,0,16,2,JJF753
AL,4321500,404569,0,21,1,XPTO123
SC,3511501,577808,4,8,1,CABL951
RJ,3313901,830877,1,20,4,CABL951
GO,4321500,801327,0,18,2,XPTO123
RN,2821601,593172,0,9,3,CABL951
PR,3511501,792509,0,11,3,MEL789
MT,4322301,447995,0,17,1,CABL951
RJ,3511500,583264,4,5,3,CABL951
TO,7112000,112902,1,16,2,FOO456
PI,4321500,358551,2,11,2,CABL951
MA,4221902,570882,0,21,1,JJF753
MA,3511501,117728,0,12,2,JJF753
PB,3511501,317358,1,7,4,FOO456
PR,2821602,779558,0,5,3,XPTO123
PB,2821602,710379,0,1,4,CABL951
PA,4673700,879378,0,4,2,FOO456
BA,7112000,309737,0,6,3,FOO456
SE,2731700,890084,2,21,2,CABL951
AL,4322303,536903,0,14,4,CABL951
RO,3313901,194592,0,21,1,JJF753
ES,7112000,837685,0,17,3,XPTO123
SP,4669901,802793,0,9,4,XPTO123
SE,7112000,175139,2,15,1,MEL789
MT,4221902,968567,0,12,1,JJF753
RS,3321000,32906,0,18,1,CABL951
PA,4754703,247118,0,17,1,MEL789
AL,3321000,272183,0,18,4,CABL951
AM,2821601,771541,2,9,3,JJF753
SC,4221902,565413,0,16,3,XPTO123
AC,3313901,704831,4,18,2,JJF753
DF,3313901,566126,3,3,3,XPTO123
AM,3511500,689347,0,6,2,MEL789
MS,4221903,63295,4,21,2,JJF753
AP,3329599,991168,2,7,3,FOO456
AC,4669901,285680,2,21,2,CABL951
AM,2731700,422630,0,19,1,MEL789
TO,2821601,352285,0,11,4,CABL951
AC,3511501,449997,0,3,4,MEL789
PE,7112000,806549,0,20,4,XPTO123
MT,4742300,97393,2,18,2,XPTO123
PB,4321500,392911,1,12,2,XPTO123
MA,4742300,186343,2,7,2,FOO456
MS,3511500,97601,0,8,3,FOO456
SP,4754703,454613,0,19,3,XPTO123
RO,4669999,927799,0,8,2,XPTO123
RN,4322302,615606,0,5,1,FOO456
SC,4321500,692532,0,17,1,CABL951
PR,4669999,692616,4,2,2,MEL789
MT,4669999,285679,0,4,3,FOO456
BA,4322302,851013,0,8,2,JJF753
RO,4221902,664843,4,10,2,JJF753
PB,2821602,952969,0,2,1,XPTO123
MG,4742300,384380,3,17,1,XPTO123
PE,7112000,121810,1,5,2,CABL951
RS,4321500,784964,0,8,4,FOO456
GO,4669999,908821,4,2,3,CABL951
RS,7112000,417391,0,3,2,CABL951
ES,4322301,891237,0,12,4,MEL789
SP,7112000,773253,1,15,3,MEL789
AP,3321000,756099,4,6,1,JJF753
AL,4754703,722126,1,13,2,JJF753
PR,3321000,977050,0,8,2,CABL951
TO,3329599,777314,0,19,3,CABL951
AC,4669999,730788,0,21,2,MEL789
BA,4742300,826357,0,10,4,JJF753
PA,4322303,974318,0,20,4,XPTO123
GO,4322302,816291,3,20,1,JJF753
SP,4321500,291071,3,13,1,FOO456
RJ,2821602,143428,3,8,4,FOO456
PB,4321500,526240,4,2,3,XPTO123
CE,3511500,361871,0,13,2,CABL951
AP,4669999,715061,0,20,2,CABL951
CE,3329599,411712,0,10,4,CABL951
RJ,3511502,748123,2,16,3,XPTO123
PI,4669901,602626,0,20,1,JJF753
SC,2821601,134160,1,4,1,CABL951
RS,2821601,225107,0,1,4,CABL951
CE,3511502,734957,3,19,1,XPTO123
DF,3329599,357795,0,10,4,JJF753
PA,3321000,382635,3,16,4,MEL789
TO,4221902,283894,0,2,3,CABL951
MG,7112000,834977,4,16,4,CABL951
SC,4754703,541265,0,21,4,XPTO123
RO,3511500,745830,0,11,4,XPTO123
TO,4669901,281013,0,1,2,MEL789
CE,3313901,61655,4,5,4,FOO456
PR,3511501,852182,3,18,4,JJF753
PB,4754703,937057,0,20,2,CABL951
SE,4321500,399439,2,9,3,FOO456
SC,3511502,639265,0,21,1,MEL789
RN,3329599,592932,0,12,3,XPTO123
RR,3321000,751914,0,19,3,FOO456
AL,3313901,412925,3,2,4,MEL789
SE,2821602,902012,0,4,4,CABL951
RJ,4221903,988308,4,5,4,CABL951
SP,4669901,540563,0,16,1,FOO456
PI,4669901,599608,0,5,4,JJF753
AM,3321000,554585,0,7,2,CABL951
MS,4322301,662437,0,4,4,JJF753
PE,3329599,60308,0,14,3,MEL789
TO,4669999,256738,1,2,3,JJF753
RS,7112000,828897,2,6,3,MEL789
MA,3329599,607059,2,13,2,CABL951
PE,4321500,103814,0,5,1,FOO456
RJ,4322303,753643,2,7,4,FOO456
PR,3511502,469986,0,7,1,CABL951
MG,4321500,366232,0,1,4,JJF753
SP,4321500,10829,0,1,1,CABL951
CE,3511501,325956,1,17,4,JJF753
SP,4221903,12934,0,8,2,JJF753
ES,3511501,268055,0,6,3,FOO456
MA,7112000,666623,4,6,2,XPTO123
RN,4669901,307074,0,9,4,CABL951
RJ,4221903,448694,0,1,2,CABL951
RN,3511502,701479,0,13,4,FOO456
MA,3511500,518306,0,7,3,XPTO123
CE,4322301,111224,0,13,4,MEL789
SE,3511502,83821,4,8,3,XPTO123
TO,4669901,995097,0,20,3,JJF753
RR,3511501,50368,4,7,2,FOO456
SC,4322303,662791,4,8,3,XPTO123
SE,4221903,785811,0,2,3,JJF753
PE,4221903,148473,0,7,3,CABL951
SC,7112000,571529,4,7,2,MEL789
ES,4221902,996061,2,20,1,JJF753
GO,2731700,785529,3,17,4,XPTO123
RO,3511501,602778,4,7,1,JJF753
GO,4754703,147823,0,20,2,MEL789
AL,4322303,56625,0,7,1,FOO456
AL,3511501,197239,0,12,1,CABL951
DF,4221902,520910,0,1,4,CABL951
ES,2821602,742346,0,1,1,MEL789
MT,4673700,957866,0,16,4,MEL789
BA,3329599,267132,2,4,1,FOO456
GO,4321500,636633,0,21,2,FOO456
RO,4669999,980998,0,20,4,MEL789
SE,4321500,720575,4,10,4,CABL951
AC,7112000,754410,0,16,4,JJF753
MG,4669901,493202,0,9,2,JJF753
AM,2821602,657918,0,8,2,XPTO123
PI,4221903,246311,0,18,4,MEL789
PR,2731700,231576,4,17,4,FOO456
AM,3313901,728643,0,2,4,MEL789
RO,4322301,65989,0,2,2,CABL951
RJ,3313901,562287,0,13,3,FOO456
MA,4754703,651810,0,3,4,MEL789
AL,2731700,640176,1,18,4,MEL789
RN,4754703,394174,0,20,2,FOO456
PE,4321500,321729,4,5,1,XPTO123
RS,3511501,843819,0,4,2,XPTO123
SE,4742300,697070,4,21,1,CABL951
SE,4321500,13284,3,10,4,CABL951
GO,2821601,354819,1,18,1,XPTO123
SC,7112000,383067,0,17,2,XPTO123
AC,4322303,409589,0,18,1,JJF753
TO,3329599,58634,0,4,4,CABL951
ES,3511501,404278,4,10,4,FOO456
PB,4221902,536563,3,18,1,MEL789
MT,3511502,582058,0,9,3,MEL789
AL,4221902,571440,3,20,1,MEL789
BA,4673700,112348,0,14,1,JJF753
DF,3511501,948780,0,17,1,CABL951
RO,4669901,582974,0,1,2,FOO456
AC,7112000,549389,0,5,3,XPTO123
RS,4321500,29340,4,20,3,MEL789
MS,2821602,782043,0,5,4,FOO456
PI,2821601,530908,0,4,2,CABL951
RR,2731700,762291,1,1,1,FOO456
PB,3329599,216451,0,9,4,CABL951
MA,4321500,928861,0,14,3,FOO456
CE,4322301,229628,2,2,3,XPTO123
RN,7112000,91304,4,8,2,FOO456
MS,4669999,388958,1,13,1,JJF753
SC,2821602,973798,4,20,3,FOO456
MA,3321000,335103,2,16,3,FOO456
AM,4221903,504166,1,2,2,MEL789
MG,3313901,285385,0,5,2,FOO456
TO,4321500,711901,4,5,1,MEL789
MG,3321000,145063,2,5,4,XPTO123
AP,3511501,790983,4,1,3,XPTO123
AM,4221903,866560,0,9,1,XPTO123
AP,4742300,762077,4,16,2,XPTO123
MS,3511500,967377,0,9,4,CABL951
SE,4669901,431064,0,10,3,CABL951
BA,4221903,36911,0,2,2,XPTO123
PB,4221903,616938,0,12,4,FOO456
MG,4321500,854325,3,4,4,FOO456
SC,2821601,288919,0,19,3,JJF753
DF,2821602,844049,0,20,2,JJF753
AL,4321500,27592,1,19,1,MEL789
PR,2731700,473624,0,14,3,XPTO123
AC,4322303,105024,0,20,1,FOO456
PA,4322303,674240,0,3,1,CABL951
MT,3321000,840105,0,19,1,CABL951
MT,4754703,988398,0,7,3,FOO456
RR,4221903,660847,1,1,4,XPTO123
TO,4221903,417500,0,18,3,XPTO123
BA,3511500,490329,1,19,4,CABL951
PA,3511501,267316,0,9,3,FOO456
RO,4322301,205696,4,14,3,JJF753
PI,4742300,916939,4,3,3,MEL789
PE,2821601,705879,0,16,3,MEL789
PA,3511500,741740,0,1,2,JJF753
PE,4221903,438416,4,21,1,CABL951
PA,4221903,441025,3,6,2,FOO456
GO,4221902,870151,4,7,2,FOO456
PB,4669901,343213,0,19,4,FOO456
PI,4669999,732584,4,19,3,JJF753
RS,3313901,578838,1,9,3,XPTO123
MS,3511500,473216,0,7,4,XPTO123
MA,2821601,272329,3,14,4,CABL951
AC,4221902,267906,0,12,3,CABL951
MG,3313901,689159,4,9,1,XPTO123
PI,2731700,258679,1,13,3,MEL789
MS,2731700,445496,0,15,1,JJF753
SC,4673700,312526,0,11,2,MEL789
CE,4221903,80761,2,19,3,FOO456
PE,3511500,560937,0,17,4,XPTO123
AP,3511502,301285,3,6,3,CABL951
SP,4221902,515697,0,8,2,CABL951
RR,4669901,944478,0,12,3,XPTO123
MS,3511501,336493,0,15,4,CABL951
PI,7112000,496047,0,5,1,CABL951
SE,3321000,468200,0,19,3,FOO456
SP,4322301,583830,0,14,2,JJF753
RJ,3329599,394961,0,4,4,FOO456
PI,4322302,887738,0,5,4,XPTO123
MT,4221902,754919,0,16,4,CABL951
MG,4221903,688108,0,14,2,JJF753
PB,3511502,703927,0,3,1,JJF753
MS,2731700,740621,0,14,1,XPTO123
PI,3321000,483458,0,9,2,FOO456
AC,4322302,575122,4,15,3,FOO456
RO,4669999,701314,0,11,2,JJF753
PA,3511502,403488,2,3,4,CABL951
AP,4321500,170587,2,12,3,JJF753
PI,4221903,175871,3,9,1,FOO456
PR,4221903,572779,0,20,2,XPTO123
PI,4742300,464285,2,10,1,FOO456
DF,4742300,682324,0,11,4,FOO456
SC,3329599,918869,0,14,1,CABL951
AL,4742300,28414,1,4,3,FOO456
MA,4754703,530838,0,20,3,XPTO123
PE,2821602,902537,0,7,1,XPTO123
ES,3511500,824854,4,6,3,MEL789
AM,4221902,233629,0,9,4,JJF753
MT,4322302,603514,0,19,2,JJF753
PI,2821601,767380,0,21,1,CABL951
GO,4321500,419839,3,7,4,CABL951
MA,4321500,931922,0,13,1,XPTO123
PI,4669999,527820,2,2,3,JJF753
GO,4221903,706198,2,8,4,XPTO123
ES,4322303,401920,0,7,3,JJF753
PA,4221903,203635,0,18,2,CABL951
DF,3511501,272504,0,13,2,JJF753
PR,4673700,229511,0,9,3,FOO456
SE,4221903,244265,0,13,2,CABL951
PR,3511501,805140,0,6,4,XPTO123
SC,4322303,814227,1,15,3,FOO456
DF,2821602,567668,0,16,1,CABL951
SP,4742300,583072,4,15,1,XPTO123
PE,3511500,490500,2,10,1,MEL789
GO,7112000,930940,1,2,1,MEL789
SC,3511502,816833,3,14,4,CABL951
AM,4321500,37416,3,15,2,JJF753
TO,4669999,259929,0,15,1,JJF753
DF,2821602,404786,0,7,4,JJF753
RO,3511500,690449,2,8,2,CABL951
MA,4754703,690394,3,3,4,MEL789
ES,4669999,54414,0,13,3,JJF753
AC,4321500,573864,0,13,2,FOO456
MA,2821602,546522,0,14,3,MEL789
AM,3511502,27960,2,9,4,JJF753
MT,4322303,383747,0,20,4,MEL789
AP,4673700,432260,1,3,3,FOO456
PE,4669999,358184,0,13,3,JJF753
RO,4321500,743007,0,6,1,CABL951
PA,3511501,177406,0,3,2,MEL789
AM,4742300,775995,0,12,4,FOO456
GO,3321000,121524,0,6,3,XPTO123
MA,4754703,774403,0,6,2,MEL789
BA,4322303,807446,3,4,2,CABL951
RN,4669999,397272,0,11,4,CABL951
AC,3511502,428602,4,5,4,JJF753
RR,2821602,245771,0,11,2,JJF753
AC,2821602,806785,3,19,3,XPTO123
SE,3321000,361361,0,2,3,MEL789
CE,2821602,481158,0,19,1,XPTO123
PI,4673700,898611,0,15,3,CABL951
RR,3511500,818529,2,16,2,FOO456
MG,3313901,534432,0,13,2,JJF753
TO,4669901,987660,1,21,2,CABL951
RR,2731700,386026,4,15,4,CABL951
TO,4221903,824877,2,12,1,MEL789
PA,3511502,672600,0,12,3,FOO456
AC,4673700,841742,0,18,2,MEL789
RJ,4321500,716802,3,1,1,FOO456
RN,4742300,431333,0,10,1,FOO456
PE,4322302,158839,3,10,2,FOO456
RJ,4742300,28354,1,3,1,JJF753
BA,4321500,726672,1,6,4,FOO456
BA,7112000,745565,3,4,4,FOO456
PB,4669999,822007,0,18,1,CABL951
PA,3313901,659214,1,8,4,CABL951
DF,4322301,815793,0,2,3,FOO456
AM,3511501,29811,0,18,4,JJF753
AM,2821602,34605,0,3,4,MEL789
MT,3329599,91661,2,18,3,CABL951
AM,3321000,759891,0,16,2,CABL951
SE,7112000,468909,0,20,1,FOO456
PR,3329599,934286,0,5,2,JJF753
PR,4221902,51656,0,16,4,MEL789
MT,4221902,405347,2,3,1,MEL789
AL,3511501,999289,0,3,4,CABL951
GO,4221903,846569,0,14,3,MEL789
CE,3321000,605954,0,17,2,FOO456
AC,4221902,455003,1,7,3,XPTO123
PB,4742300,523373,0,11,1,XPTO123
RS,4321500,346087,4,12,2,CABL951
PA,2821602,241191,0,17,1,CABL951
SE,2821601,555629,0,11,4,MEL789
MT,4742300,585097,0,20,3,CABL951
SC,2821602,879335,0,9,3,FOO456
AP,3313901,178204,4,10,1,FOO456
RR,3313901,672866,0,2,2,JJF753
RN,2821602,914793,0,3,4,FOO456
RR,4754703,908613,0,5,4,JJF753
PE,3321000,938613,0,18,1,JJF753
CE,4673700,657345,1,4,3,CABL951
PB,3511501,815594,0,15,3,CABL951
DF,4742300,458134,0,12,3,MEL789
RN,4322301,704819,0,3,4,MEL789
MG,3329599,117723,0,20,4,JJF753
MS,2821601,906093,0,16,2,FOO456
MT,2821602,157752,0,8,3,MEL789
PA,4673700,148362,0,5,2,MEL789
CE,3511500,353645,0,20,4,MEL789
PR,4669999,615813,0,15,2,CABL951
RS,3313901,960596,0,7,3,CABL951
DF,4221903,894602,0,20,2,FOO456
PA,7112000,820056,0,16,2,JJF753
AM,4669999,654859,0,17,4,FOO456
PB,3511500,824038,0,15,4,XPTO123
MT,3321000,471452,1,3,3,XPTO123
RS,3511501,877657,0,15,4,FOO456
TO,4221902,350245,0,12,3,FOO456
CE,4221903,642675,0,2,3,CABL951
PB,3313901,901876,0,12,2,CABL951
PA,3329599,782655,0,14,4,XPTO123
RN,4221903,283855,3,11,4,MEL789
SC,4221902,56363,0,6,2,XPTO123
PE,4669999,143076,0,10,2,JJF753
ES,4669999,207433,0,7,4,XPTO123
BA,4321500,550814,3,13,2,XPTO123
RJ,4321500,363504,3,12,1,MEL789
PI,4322301,530533,0,2,2,CABL951
DF,3511502,365391,0,12,1,MEL789
SP,2731700,467471,0,12,2,CABL951
TO,4221903,222845,0,19,2,FOO456
MT,3321000,80583,1,17,3,CABL951
TO,4322301,241291,0,2,4,MEL789
GO,3329599,444995,0,2,4,FOO456
SE,4322303,524397,4,15,4,XPTO123
SP,3511501,532066,0,17,1,JJF753
SC,4322303,81498,0,9,3,JJF753
MT,2821601,439602,3,7,2,CABL951
BA,4322301,752876,0,12,1,XPTO123
AL,4673700,163850,0,8,1,MEL789
MT,3329599,545361,0,20,4,FOO456
SP,4669901,269681,0,4,3,CABL951
PI,4669901,280296,1,15,3,XPTO123
MS,3511501,622391,0,17,2,CABL951
MG,3313901,220000,0,16,3,XPTO123
AL,3511501,885000,1,6,3,CABL951
GO,3313901,579788,0,18,3,XPTO123
PB,7112000,590579,0,7,4,XPTO123
MT,4754703,229006,1,13,2,XPTO123
PA,3511500,232415,0,1,2,CABL951
SC,4742300,822836,0,18,4,FOO456
PE,7112000,29825,1,12,4,JJF753
PI,3511501,236203,3,6,3,XPTO123
RR,4221903,673291,3,17,1,CABL951
SP,3511501,754935,1,3,3,FOO456
RN,3321000,324798,0,10,1,XPTO123
CE,4322303,435317,3,6,1,MEL789
AP,4322303,553288,3,4,1,FOO456
AC,4322302,982372,0,20,3,JJF753
TO,2821601,26203,0,15,2,CABL951
SP,2821602,603623,0,21,2,FOO456
DF,4221902,29947,4,4,2,MEL789
MA,4322302,517257,1,16,3,CABL951
BA,4754703,709001,0,18,2,CABL951
GO,3511501,504018,0,2,2,FOO456
AM,3511501,366438,3,5,1,JJF753
PR,4742300,424371,0,11,1,FOO456
RR,3329599,939533,3,2,4,FOO456
MA,7112000,967194,0,1,4,FOO456
PA,2821602,493431,1,20,1,JJF753
AL,2731700,904023,3,6,4,XPTO123
PI,3511501,515618,0,7,1,JJF753
AL,4322301,278623,3,18,4,FOO456
MG,4321500,376371,0,17,1,XPTO123
DF,2821601,14167,0,21,4,JJF753
AL,4322302,205441,3,11,1,FOO456
RJ,4669901,201519,0,17,4,XPTO123
RJ,4673700,693132,0,2,1,JJF753
RN,4321500,223742,0,1,1,XPTO123
GO,3511502,813181,1,18,2,XPTO123
RO,4322301,155248,4,13,3,FOO456
PE,4221902,755426,0,10,1,MEL789
RN,4321500,951684,3,16,4,CABL951
MS,7112000,878206,2,19,1,FOO456
PB,2821601,761419,3,2,4,XPTO123
PA,4322302,467980,4,6,1,XPTO123
MS,4669901,420207,3,14,2,FOO456
SP,4321500,331120,0,18,3,JJF753
AM,4669999,411887,0,1,4,XPTO123
SE,3511501,644370,0,3,3,MEL789
AM,2821602,763631,0,6,2,JJF753
MA,4221902,44665,0,14,4,MEL789
RO,7112000,867987,0,1,2,XPTO123
RO,4321500,850974,1,2,3,XPTO123
RN,3511501,580571,3,12,2,FOO456
SP,4673700,760183,0,6,3,FOO456
RN,4221902,980139,1,15,3,JJF753
GO,2821601,519217,2,10,3,FOO456
MS,4742300,596736,0,15,1,JJF753
AL,2821601,903820,3,21,4,XPTO123
MS,4322303,313204,0,17,3,CABL951
AL,2821601,10267,0,5,2,MEL789
PI,3329599,140280,2,19,2,FOO456
SC,4669999,132408,4,5,4,FOO456
RJ,4754703,358651,0,8,1,FOO456
DF,2731700,86046,0,12,1,CABL951
MA,4322303,694835,0,5,2,XPTO123
PA,4742300,499795,3,15,1,XPTO123
AM,3329599,422963,3,13,2,XPTO123
SE,3511502,580216,0,7,3,CABL951
RR,3329599,618406,0,16,1,FOO456
PI,4322302,839218,4,10,3,FOO456
TO,3321000,68911,0,15,2,XPTO123
SC,4742300,892692,1,13,3,JJF753
AL,2821601,920598,1,14,4,XPTO123
RO,4221903,694829,2,9,4,JJF753
SP,4221902,525066,0,17,4,FOO456
MT,4322301,439623,0,17,1,FOO456
RO,4673700,409042,0,19,3,CABL951
ES,3321000,256277,0,1,4,MEL789
PI,2821601,406594,0,12,2,JJF753
PR,4221903,244612,0,7,2,JJF753
RR,4321500,474567,1,19,3,MEL789
RO,2821601,791759,4,9,2,XPTO123
BA,3313901,143549,3,12,1,XPTO123
RR,2821602,296545,0,11,3,XPTO123
MG,7112000,391787,0,20,2,MEL789
MA,3321000,178797,0,7,4,MEL789
AL,2731700,356984,0,16,4,CABL951
RJ,4742300,792391,0,8,1,FOO456
RR,4221903,158102,4,11,3,JJF753
AC,3321000,993398,0,4,1,XPTO123
AL,3511500,833024,0,5,4,JJF753
SE,4221902,190096,0,18,4,CABL951
PR,7112000,137906,0,7,4,FOO456
MG,4669901,358238,4,2,2,XPTO123
PA,7112000,744868,4,12,3,MEL789
MA,4742300,46434,3,17,3,FOO456
AL,4221902,633057,4,19,2,FOO456
BA,4221902,448450,0,7,4,MEL789
PI,4669999,850858,0,7,2,JJF753
GO,2731700,64197,0,18,3,JJF753
AP,4221903,275660,4,5,1,XPTO123
RJ,4742300,803822,3,18,3,FOO456
RO,4321500,234450,0,12,1,XPTO123
BA,3313901,552970,4,2,2,FOO456
PI,3511501,978120,0,15,1,CABL951
RS,4221902,267403,0,3,4,MEL789
TO,3313901,134011,0,12,3,XPTO123
MS,3313901,778224,4,12,1,MEL789
RS,4322301,359675,0,19,3,MEL789
BA,7112000,675869,0,7,2,MEL789
RN,4669999,283362,0,1,2,XPTO123
AC,4669901,464279,4,6,2,MEL789
RJ,3329599,998111,2,11,4,FOO456
RO,7112000,658285,0,13,1,JJF753
PE,4321500,951575,0,4,4,JJF753
RS,2731700,325577,0,18,1,CABL951
PA,7112000,548328,0,7,4,XPTO123
PI,7112000,292394,0,4,3,CABL951
RO,4322302,663712,0,9,1,JJF753
PE,3511500,749685,0,12,1,FOO456
PI,3511501,151529,0,3,4,CABL951
PR,3329599,313557,2,3,3,CABL951
PE,4673700,796559,4,9,2,JJF753
PA,4673700,801586,4,17,2,JJF753
PR,3329599,191165,0,12,2,FOO456
MG,3321000,871866,1,11,3,XPTO123
PI,4322301,277011,1,3,1,CABL951
MA,2821601,801882,2,14,2,FOO456
PE,4669901,512124,0,11,3,FOO456
AP,3511501,437944,0,10,4,MEL789
BA,4754703,937206,0,18,2,MEL789
PA,4322302,500385,2,7,1,MEL789
PI,4322303,858486,0,9,1,JJF753
RS,4321500,636243,1,19,2,CABL951
ES,4673700,215414,0,7,2,MEL789
RS,4221903,729545,0,20,2,JJF753
SP,3511501,250238,1,19,3,JJF753
AL,3321000,299354,0,8,3,FOO456
DF,4669999,32837,0,2,4,CABL951
DF,3511501,248575,3,8,4,JJF753
MA,3329599,12289,3,4,4,XPTO123
RN,4221903,530658,2,6,2,CABL951
MG,3329599,805545,0,21,1,CABL951
PR,7112000,938386,0,5,4,MEL789
MG,7112000,859714,0,4,2,FOO456
MA,4669999,966408,3,15,2,XPTO123
PB,4321500,805747,0,8,4,FOO456
RR,3313901,183431,3,10,1,JJF753
SE,7112000,236943,4,19,3,XPTO123
SE,2821602,540359,0,1,4,XPTO123
PR,3511500,866569,1,18,2,XPTO123
CE,4321500,45050,2,8,4,XPTO123
SP,4673700,247523,0,17,3,XPTO123
AL,4673700,157723,0,2,2,MEL789
AC,3329599,847197,0,17,3,XPTO123
CE,4321500,556048,0,8,2,CABL951
RJ,2731700,398267,0,8,2,CABL951
AP,3511501,640887,2,19,1,XPTO123
PR,4321500,653478,3,11,4,CABL951
RO,3511501,114332,0,7,1,XPTO123
AC,7112000,494341,0,18,1,CABL951
AL,4322303,920297,1,7,1,JJF753
RS,4221903,913620,0,9,1,XPTO123
AL,4673700,840690,0,11,3,CABL951
RS,4322301,202838,1,3,1,MEL789
DF,2731700,672733,0,17,1,XPTO123
SP,4322303,984071,2,10,1,XPTO123
PA,3511502,583673,2,19,3,JJF753
ES,4742300,627181,0,15,1,XPTO123
RN,4322301,165210,0,10,1,FOO456
TO,4669901,170290,0,9,2,XPTO123
MT,4322302,12821,4,3,2,MEL789
RS,4669999,145873,0,9,1,JJF753
RN,4221902,877816,4,14,2,JJF753
MA,3511500,512302,0,5,3,JJF753
SP,3511501,814316,1,8,1,FOO456
DF,7112000,195444,0,8,4,JJF753
PR,4673700,712184,0,8,3,JJF753
CE,3321000,469888,0,3,1,FOO456
MT,3511501,918220,0,6,2,CABL951
PE,4322303,737048,1,12,4,CABL951
